loadsmart_id,shipper_name,delivery_date,pickup_city,pickup_state,delivery_city,delivery_state,book_price,Carrier_name
206665369,SHIPPER 758,2025-03-15 13:50:00,LODI,CA,PACIFIC,WA,1955.56,CARRIER 86454
